fecha,ccl
2016-03-08,15.4800
2016-03-09,15.4100
2016-03-10,15.3500
2016-03-11,15.3400
2016-03-12,15.3400
2016-03-13,15.3400
2016-03-14,14.9500
2016-03-15,14.8100
2016-03-16,14.6400
2016-03-17,14.7200
2016-03-18,14.8800
2016-03-19,14.8800
2016-03-20,14.8800
2016-03-21,14.7600
2016-03-22,14.5600
2016-03-23,14.4600
2016-03-24,14.4600
2016-03-25,14.4600
2016-03-26,14.4600
2016-03-27,14.4600
2016-03-28,14.5000
2016-03-29,14.7400
2016-03-30,14.7500
2016-03-31,14.7900
2016-04-01,14.8200
2016-04-02,14.8200
2016-04-03,14.8200
2016-04-04,14.8600
2016-04-05,14.8600
2016-04-06,14.7900
2016-04-07,14.7500
2016-04-08,14.6100
2016-04-09,14.6100
2016-04-10,14.6100
2016-04-11,14.5600
2016-04-12,14.6100
2016-04-13,14.5200
2016-04-14,14.2700
2016-04-15,14.5100
2016-04-16,14.5100
2016-04-17,14.5100
2016-04-18,14.2900
2016-04-19,14.2400
2016-04-20,14.4100
2016-04-21,14.3900
2016-04-22,14.5100
2016-04-23,14.5100
2016-04-24,14.5100
2016-04-25,14.4700
2016-04-26,14.4200
2016-04-27,14.3700
2016-04-28,14.2500
2016-04-29,14.2600
2016-04-30,14.2600
2016-05-01,14.2600
2016-05-02,14.3400
2016-05-03,14.2400
2016-05-04,14.2600
2016-05-05,13.9600
2016-05-06,14.1900
2016-05-07,14.1900
2016-05-08,14.1900
2016-05-09,14.1600
2016-05-10,14.2300
2016-05-11,14.2300
2016-05-12,14.1500
2016-05-13,14.1500
2016-05-14,14.1500
2016-05-15,14.1500
2016-05-16,14.1700
2016-05-17,14.1700
2016-05-18,14.1000
2016-05-19,14.0300
2016-05-20,14.0100
2016-05-21,14.0100
2016-05-22,14.0100
2016-05-23,14.0500
2016-05-24,13.9700
2016-05-25,13.9700
2016-05-26,14.0700
2016-05-27,14.0500
2016-05-28,14.0500
2016-05-29,14.0500
2016-05-30,14.0500
2016-05-31,14.0500
2016-06-01,14.1400
2016-06-02,14.1000
2016-06-03,14.0300
2016-06-04,14.0300
2016-06-05,14.0300
2016-06-06,13.9800
2016-06-07,13.9300
2016-06-08,13.9800
2016-06-09,13.9100
2016-06-10,13.8800
2016-06-11,13.8800
2016-06-12,13.8800
2016-06-13,13.8800
2016-06-14,13.9100
2016-06-15,13.9200
2016-06-16,13.8700
2016-06-17,13.8700
2016-06-18,13.8700
2016-06-19,13.8700
2016-06-20,13.8700
2016-06-21,14.0300
2016-06-22,14.1100
2016-06-23,14.2800
2016-06-24,14.6000
2016-06-25,14.6000
2016-06-26,14.6000
2016-06-27,14.9700
2016-06-28,15.4000
2016-06-29,15.1400
2016-06-30,15.2000
2016-07-01,15.3200
2016-07-02,15.3200
2016-07-03,15.3200
2016-07-04,15.3200
2016-07-05,15.2200
2016-07-06,14.9800
2016-07-07,14.9500
2016-07-08,14.9500
2016-07-09,14.9500
2016-07-10,14.9500
2016-07-11,14.8900
2016-07-12,14.7900
2016-07-13,14.6800
2016-07-14,14.7200
2016-07-15,14.8300
2016-07-16,14.8300
2016-07-17,14.8300
2016-07-18,15.0300
2016-07-19,15.2700
2016-07-20,15.1700
2016-07-21,15.1800
2016-07-22,15.1600
2016-07-23,15.1600
2016-07-24,15.1600
2016-07-25,15.0600
2016-07-26,15.0700
2016-07-27,15.0300
2016-07-28,15.1000
2016-07-29,15.1100
2016-07-30,15.1100
2016-07-31,15.1100
2016-08-01,15.0800
2016-08-02,15.0300
2016-08-03,14.9300
2016-08-04,14.9600
2016-08-05,15.0400
2016-08-06,15.0400
2016-08-07,15.0400
2016-08-08,14.9700
2016-08-09,14.8500
2016-08-10,14.8500
2016-08-11,14.8500
2016-08-12,14.7700
2016-08-13,14.7700
2016-08-14,14.7700
2016-08-15,14.7700
2016-08-16,14.7700
2016-08-17,14.7600
2016-08-18,14.8300
2016-08-19,14.9500
2016-08-20,14.9500
2016-08-21,14.9500
2016-08-22,14.9300
2016-08-23,14.8800
2016-08-24,14.8700
2016-08-25,14.9100
2016-08-26,14.9900
2016-08-27,14.9900
2016-08-28,14.9900
2016-08-29,15.0500
2016-08-30,15.2000
2016-08-31,15.1000
2016-09-01,14.9900
2016-09-02,14.9500
2016-09-03,14.9500
2016-09-04,14.9500
2016-09-05,14.9500
2016-09-06,15.0600
2016-09-07,15.0800
2016-09-08,15.1300
2016-09-09,15.0400
2016-09-10,15.0400
2016-09-11,15.0400
2016-09-12,15.0100
2016-09-13,15.0400
2016-09-14,15.0600
2016-09-15,15.1000
2016-09-16,15.1000
2016-09-17,15.1000
2016-09-18,15.1000
2016-09-19,15.1700
2016-09-20,15.2600
2016-09-21,15.2400
2016-09-22,15.2400
2016-09-23,15.2300
2016-09-24,15.2300
2016-09-25,15.2300
2016-09-26,15.2000
2016-09-27,15.2200
2016-09-28,15.3500
2016-09-29,15.4100
2016-09-30,15.3900
2016-10-01,15.3900
2016-10-02,15.3900
2016-10-03,15.2800
2016-10-04,15.2200
2016-10-05,15.2400
2016-10-06,15.2400
2016-10-07,15.2600
2016-10-08,15.2600
2016-10-09,15.2600
2016-10-10,15.2600
2016-10-11,15.2800
2016-10-12,15.2600
2016-10-13,15.2000
2016-10-14,15.2100
2016-10-15,15.2100
2016-10-16,15.2100
2016-10-17,15.1600
2016-10-18,15.2500
2016-10-19,15.2500
2016-10-20,15.2800
2016-10-21,15.2600
2016-10-22,15.2600
2016-10-23,15.2600
2016-10-24,15.2200
2016-10-25,15.2000
2016-10-26,15.2600
2016-10-27,15.2600
2016-10-28,15.2400
2016-10-29,15.2400
2016-10-30,15.2400
2016-10-31,15.2900
2016-11-01,15.2300
2016-11-02,15.1600
2016-11-03,15.1900
2016-11-04,15.1700
2016-11-05,15.1700
2016-11-06,15.1700
2016-11-07,15.1300
2016-11-08,15.1600
2016-11-09,15.0500
2016-11-10,15.0200
2016-11-11,15.1000
2016-11-12,15.1000
2016-11-13,15.1000
2016-11-14,15.4700
2016-11-15,15.7700
2016-11-16,15.6100
2016-11-17,15.6500
2016-11-18,15.6200
2016-11-19,15.6200
2016-11-20,15.6200
2016-11-21,15.6000
2016-11-22,15.5300
2016-11-23,15.5800
2016-11-24,15.5800
2016-11-25,15.5800
2016-11-26,15.5800
2016-11-27,15.5800
2016-11-28,15.5800
2016-11-29,15.6500
2016-11-30,15.7900
2016-12-01,15.9600
2016-12-02,15.8600
2016-12-03,15.8600
2016-12-04,15.8600
2016-12-05,16.0200
2016-12-06,16.0700
2016-12-07,15.9800
2016-12-08,15.9800
2016-12-09,15.9800
2016-12-10,15.9800
2016-12-11,15.9800
2016-12-12,16.0700
2016-12-13,16.1200
2016-12-14,16.0900
2016-12-15,16.0600
2016-12-16,16.0500
2016-12-17,16.0500
2016-12-18,16.0500
2016-12-19,16.0900
2016-12-20,15.9800
2016-12-21,15.9600
2016-12-22,16.0100
2016-12-23,15.8700
2016-12-24,15.8700
2016-12-25,15.8700
2016-12-26,15.8700
2016-12-27,15.7100
2016-12-28,15.7300
2016-12-29,15.8700
2016-12-30,15.8700
2016-12-31,15.8700
2017-01-01,15.8700
2017-01-02,15.8700
2017-01-03,16.0900
2017-01-04,16.0200
2017-01-05,16.0300
2017-01-06,16.0600
2017-01-07,16.0600
2017-01-08,16.0600
2017-01-09,15.9100
2017-01-10,16.0000
2017-01-11,15.8900
2017-01-12,15.8200
2017-01-13,15.8400
2017-01-14,15.8400
2017-01-15,15.8400
2017-01-16,15.8400
2017-01-17,15.9200
2017-01-18,16.0200
2017-01-19,16.0000
2017-01-20,15.9600
2017-01-21,15.9600
2017-01-22,15.9600
2017-01-23,15.9700
2017-01-24,15.9300
2017-01-25,15.9600
2017-01-26,16.0000
2017-01-27,16.0000
2017-01-28,16.0000
2017-01-29,16.0000
2017-01-30,16.0100
2017-01-31,16.0100
2017-02-01,15.9600
2017-02-02,15.8500
2017-02-03,15.8400
2017-02-04,15.8400
2017-02-05,15.8400
2017-02-06,15.7300
2017-02-07,15.7900
2017-02-08,15.7400
2017-02-09,15.7300
2017-02-10,15.6300
2017-02-11,15.6300
2017-02-12,15.6300
2017-02-13,15.6000
2017-02-14,15.5700
2017-02-15,15.5600
2017-02-16,15.4800
2017-02-17,15.4900
2017-02-18,15.4900
2017-02-19,15.4900
2017-02-20,15.4900
2017-02-21,15.7300
2017-02-22,15.6800
2017-02-23,15.6800
2017-02-24,15.6200
2017-02-25,15.6200
2017-02-26,15.6200
2017-02-27,15.6200
2017-02-28,15.6200
2017-03-01,15.5900
2017-03-02,15.5300
2017-03-03,15.5300
2017-03-04,15.5300
2017-03-05,15.5300
2017-03-06,15.5800
2017-03-07,15.5300
2017-03-08,15.6400
2017-03-09,15.6900
2017-03-10,15.6200
2017-03-11,15.6200
2017-03-12,15.6200
2017-03-13,15.5700
2017-03-14,15.5300
2017-03-15,15.5600
2017-03-16,15.6300
2017-03-17,15.5900
2017-03-18,15.5900
2017-03-19,15.5900
2017-03-20,15.5700
2017-03-21,15.6700
2017-03-22,15.6300
2017-03-23,15.6200
2017-03-24,15.6200
2017-03-25,15.6200
2017-03-26,15.6200
2017-03-27,15.6100
2017-03-28,15.6300
2017-03-29,15.5900
2017-03-30,15.5000
2017-03-31,15.4900
2017-04-01,15.4900
2017-04-02,15.4900
2017-04-03,15.5100
2017-04-04,15.4900
2017-04-05,15.4900
2017-04-06,15.4800
2017-04-07,15.5100
2017-04-08,15.5100
2017-04-09,15.5100
2017-04-10,15.4600
2017-04-11,15.4300
2017-04-12,15.4800
2017-04-13,15.4800
2017-04-14,15.4800
2017-04-15,15.4800
2017-04-16,15.4800
2017-04-17,15.4800
2017-04-18,15.4800
2017-04-19,15.6500
2017-04-20,15.7600
2017-04-21,15.4700
2017-04-22,15.4700
2017-04-23,15.4700
2017-04-24,15.5300
2017-04-25,15.4700
2017-04-26,15.4300
2017-04-27,15.5100
2017-04-28,15.4800
2017-04-29,15.4800
2017-04-30,15.4800
2017-05-01,15.4800
2017-05-02,15.4500
2017-05-03,15.3200
2017-05-04,15.3500
2017-05-05,15.3900
2017-05-06,15.3900
2017-05-07,15.3900
2017-05-08,15.3400
2017-05-09,15.4600
2017-05-10,15.5600
2017-05-11,15.5000
2017-05-12,15.5000
2017-05-13,15.5000
2017-05-14,15.5000
2017-05-15,15.5300
2017-05-16,15.5900
2017-05-17,15.6300
2017-05-18,15.6700
2017-05-19,15.9000
2017-05-20,15.9000
2017-05-21,15.9000
2017-05-22,15.9200
2017-05-23,16.2100
2017-05-24,16.2000
2017-05-25,16.2000
2017-05-26,16.2200
2017-05-27,16.2200
2017-05-28,16.2200
2017-05-29,16.2200
2017-05-30,16.0900
2017-05-31,16.2200
2017-06-01,16.2000
2017-06-02,16.1000
2017-06-03,16.1000
2017-06-04,16.1000
2017-06-05,16.1100
2017-06-06,16.1100
2017-06-07,16.1500
2017-06-08,16.1000
2017-06-09,15.9700
2017-06-10,15.9700
2017-06-11,15.9700
2017-06-12,15.9000
2017-06-13,15.9000
2017-06-14,15.8700
2017-06-15,15.9400
2017-06-16,16.0000
2017-06-17,16.0000
2017-06-18,16.0000
2017-06-19,16.0700
2017-06-20,16.0700
2017-06-21,16.1300
2017-06-22,16.1600
2017-06-23,16.1500
2017-06-24,16.1500
2017-06-25,16.1500
2017-06-26,16.2500
2017-06-27,16.3700
2017-06-28,16.3200
2017-06-29,16.4100
2017-06-30,16.4500
2017-07-01,16.4500
2017-07-02,16.4500
2017-07-03,16.6400
2017-07-04,16.6400
2017-07-05,16.8400
2017-07-06,17.0900
2017-07-07,16.9600
2017-07-08,16.9600
2017-07-09,16.9600
2017-07-10,16.9400
2017-07-11,17.0200
2017-07-12,17.1400
2017-07-13,17.1100
2017-07-14,17.0900
2017-07-15,17.0900
2017-07-16,17.0900
2017-07-17,16.9600
2017-07-18,17.0000
2017-07-19,17.2100
2017-07-20,17.2200
2017-07-21,17.3200
2017-07-22,17.3200
2017-07-23,17.3200
2017-07-24,17.5500
2017-07-25,17.5600
2017-07-26,17.5900
2017-07-27,17.5400
2017-07-28,17.8100
2017-07-29,17.8100
2017-07-30,17.8100
2017-07-31,17.8700
2017-08-01,17.7200
2017-08-02,17.7200
2017-08-03,17.6400
2017-08-04,17.7200
2017-08-05,17.7200
2017-08-06,17.7200
2017-08-07,17.7100
2017-08-08,17.8000
2017-08-09,17.8300
2017-08-10,17.8100
2017-08-11,17.7800
2017-08-12,17.7800
2017-08-13,17.7800
2017-08-14,17.9100
2017-08-15,17.2100
2017-08-16,17.1200
2017-08-17,17.2600
2017-08-18,17.3500
2017-08-19,17.3500
2017-08-20,17.3500
2017-08-21,17.3500
2017-08-22,17.3000
2017-08-23,17.2500
2017-08-24,17.3700
2017-08-25,17.2400
2017-08-26,17.2400
2017-08-27,17.2400
2017-08-28,17.2400
2017-08-29,17.2500
2017-08-30,17.3900
2017-08-31,17.5000
2017-09-01,17.4000
2017-09-02,17.4000
2017-09-03,17.4000
2017-09-04,17.4000
2017-09-05,17.3200
2017-09-06,17.3400
2017-09-07,17.2700
2017-09-08,17.2500
2017-09-09,17.2500
2017-09-10,17.2500
2017-09-11,17.2200
2017-09-12,17.2000
2017-09-13,17.1000
2017-09-14,17.1200
2017-09-15,17.0200
2017-09-16,17.0200
2017-09-17,17.0200
2017-09-18,17.0400
2017-09-19,17.1900
2017-09-20,17.1900
2017-09-21,17.2600
2017-09-22,17.3300
2017-09-23,17.3300
2017-09-24,17.3300
2017-09-25,17.3900
2017-09-26,17.5500
2017-09-27,17.5800
2017-09-28,17.5700
2017-09-29,17.6000
2017-09-30,17.6000
2017-10-01,17.6000
2017-10-02,17.4100
2017-10-03,17.4500
2017-10-04,17.5300
2017-10-05,17.4400
2017-10-06,17.4400
2017-10-07,17.4400
2017-10-08,17.4400
2017-10-09,17.5000
2017-10-10,17.5500
2017-10-11,17.5100
2017-10-12,17.5400
2017-10-13,17.5100
2017-10-14,17.5100
2017-10-15,17.5100
2017-10-16,17.5100
2017-10-17,17.5500
2017-10-18,17.4900
2017-10-19,17.3800
2017-10-20,17.4500
2017-10-21,17.4500
2017-10-22,17.4500
2017-10-23,17.4900
2017-10-24,17.4900
2017-10-25,17.4800
2017-10-26,17.4500
2017-10-27,17.7300
2017-10-28,17.7300
2017-10-29,17.7300
2017-10-30,17.6300
2017-10-31,17.7300
2017-11-01,17.7000
2017-11-02,17.6000
2017-11-03,17.5200
2017-11-04,17.5200
2017-11-05,17.5200
2017-11-06,17.5200
2017-11-07,17.6700
2017-11-08,17.6000
2017-11-09,17.5300
2017-11-10,17.4900
2017-11-11,17.4900
2017-11-12,17.4900
2017-11-13,17.4000
2017-11-14,17.5400
2017-11-15,17.5100
2017-11-16,17.5100
2017-11-17,17.5100
2017-11-18,17.5100
2017-11-19,17.5100
2017-11-20,17.5100
2017-11-21,17.5100
2017-11-22,17.5100
2017-11-23,17.5100
2017-11-24,17.5100
2017-11-25,17.5100
2017-11-26,17.5100
2017-11-27,17.5100
2017-11-28,17.5100
2017-11-29,17.5100
2017-11-30,17.5100
2017-12-01,17.5100
2017-12-02,17.5100
2017-12-03,17.5100
2017-12-04,17.5100
2017-12-05,17.5100
2017-12-06,17.5100
2017-12-07,17.5100
2017-12-08,17.5100
2017-12-09,17.5100
2017-12-10,17.5100
2017-12-11,17.3200
2017-12-12,17.2900
2017-12-13,17.2900
2017-12-14,17.3800
2017-12-15,17.5200
2017-12-16,17.5200
2017-12-17,17.5200
2017-12-18,17.7200
2017-12-19,17.7600
2017-12-20,17.8400
2017-12-21,17.7800
2017-12-22,17.9700
2017-12-23,17.9700
2017-12-24,17.9700
2017-12-25,17.9700
2017-12-26,18.0600
2017-12-27,18.3100
2017-12-28,18.3800
2017-12-29,18.9300
2017-12-30,18.9300
2017-12-31,18.9300
2018-01-01,18.9300
2018-01-02,18.7200
2018-01-03,18.3800
2018-01-04,18.5300
2018-01-05,18.8200
2018-01-06,18.8200
2018-01-07,18.8200
2018-01-08,18.8900
2018-01-09,19.1200
2018-01-10,18.9800
2018-01-11,18.6400
2018-01-12,18.8300
2018-01-13,18.8300
2018-01-14,18.8300
2018-01-15,18.8300
2018-01-16,18.7800
2018-01-17,19.0500
2018-01-18,18.9400
2018-01-19,18.9500
2018-01-20,18.9500
2018-01-21,18.9500
2018-01-22,19.0200
2018-01-23,19.1700
2018-01-24,19.3800
2018-01-25,19.6400
2018-01-26,19.6400
2018-01-27,19.6400
2018-01-28,19.6400
2018-01-29,19.6200
2018-01-30,19.6200
2018-01-31,19.6800
2018-02-01,19.7000
2018-02-02,19.4900
2018-02-03,19.4900
2018-02-04,19.4900
2018-02-05,19.5100
2018-02-06,19.4800
2018-02-07,19.5800
2018-02-08,19.7000
2018-02-09,20.0000
2018-02-10,20.0000
2018-02-11,20.0000
2018-02-12,20.0000
2018-02-13,20.0000
2018-02-14,20.0300
2018-02-15,20.1500
2018-02-16,20.0300
2018-02-17,20.0300
2018-02-18,20.0300
2018-02-19,20.0300
2018-02-20,20.1100
2018-02-21,19.9800
2018-02-22,20.0100
2018-02-23,20.0600
2018-02-24,20.0600
2018-02-25,20.0600
2018-02-26,20.0300
2018-02-27,20.3200
2018-02-28,20.3100
2018-03-01,20.1600
2018-03-02,20.3800
2018-03-03,20.3800
2018-03-04,20.3800
2018-03-05,20.4300
2018-03-06,20.3300
2018-03-07,20.4100
2018-03-08,20.4200
2018-03-09,20.4500
2018-03-10,20.4500
2018-03-11,20.4500
2018-03-12,20.3200
2018-03-13,20.2900
2018-03-14,20.2500
2018-03-15,20.2200
2018-03-16,20.2900
2018-03-17,20.2900
2018-03-18,20.2900
2018-03-19,20.2300
2018-03-20,20.2300
2018-03-21,20.2300
2018-03-22,20.2300
2018-03-23,20.2300
2018-03-24,20.2300
2018-03-25,20.2300
2018-03-26,20.2300
2018-03-27,20.2300
2018-03-28,20.2300
2018-03-29,20.2300
2018-03-30,20.2300
2018-03-31,20.2300
2018-04-01,20.2300
2018-04-02,20.2300
2018-04-03,20.2300
2018-04-04,20.2300
2018-04-05,20.2300
2018-04-06,20.2300
2018-04-07,20.2300
2018-04-08,20.2300
2018-04-09,20.2500
2018-04-10,20.3000
2018-04-11,20.2000
2018-04-12,20.1900
2018-04-13,20.1900
2018-04-14,20.1900
2018-04-15,20.1900
2018-04-16,20.2100
2018-04-17,20.1800
2018-04-18,20.1900
2018-04-19,20.1400
2018-04-20,20.2300
2018-04-21,20.2300
2018-04-22,20.2300
2018-04-23,20.2400
2018-04-24,20.2600
2018-04-25,20.2300
2018-04-26,20.2200
2018-04-27,20.8300
2018-04-28,20.8300
2018-04-29,20.8300
2018-04-30,20.8300
2018-05-01,20.8300
2018-05-02,20.6600
2018-05-03,21.2900
2018-05-04,22.7500
2018-05-05,22.7500
2018-05-06,22.7500
2018-05-07,22.0300
2018-05-08,22.3800
2018-05-09,22.3800
2018-05-10,22.6800
2018-05-11,22.6000
2018-05-12,22.6000
2018-05-13,22.6000
2018-05-14,24.1300
2018-05-15,25.7300
2018-05-16,24.8000
2018-05-17,24.9100
2018-05-18,24.9100
2018-05-19,24.9100
2018-05-20,24.9100
2018-05-21,24.9100
2018-05-22,24.4900
2018-05-23,24.3200
2018-05-24,24.4200
2018-05-25,24.4200
2018-05-26,24.4200
2018-05-27,24.4200
2018-05-28,24.4200
2018-05-29,24.7400
2018-05-30,24.9300
2018-05-31,24.9600
2018-06-01,25.0200
2018-06-02,25.0200
2018-06-03,25.0200
2018-06-04,25.1700
2018-06-05,24.9900
2018-06-06,25.1200
2018-06-07,25.0500
2018-06-08,25.0300
2018-06-09,25.0300
2018-06-10,25.0300
2018-06-11,25.4900
2018-06-12,26.0500
2018-06-13,26.7000
2018-06-14,26.2700
2018-06-15,28.1800
2018-06-16,28.1800
2018-06-17,28.1800
2018-06-18,28.5100
2018-06-19,27.6000
2018-06-20,27.6000
2018-06-21,28.2300
2018-06-22,28.0700
2018-06-23,28.0700
2018-06-24,28.0700
2018-06-25,27.3600
2018-06-26,27.1900
2018-06-27,27.2900
2018-06-28,27.2900
2018-06-29,28.2300
2018-06-30,28.2300
2018-07-01,28.2300
2018-07-02,28.6400
2018-07-03,28.6700
2018-07-04,28.6700
2018-07-05,27.9800
2018-07-06,28.2700
2018-07-07,28.2700
2018-07-08,28.2700
2018-07-09,28.2700
2018-07-10,28.0500
2018-07-11,27.2900
2018-07-12,27.4300
2018-07-13,27.2800
2018-07-14,27.2800
2018-07-15,27.2800
2018-07-16,27.2800
2018-07-17,27.3100
2018-07-18,27.6200
2018-07-19,27.7200
2018-07-20,27.7400
2018-07-21,27.7400
2018-07-22,27.7400
2018-07-23,27.6900
2018-07-24,27.7300
2018-07-25,27.4800
2018-07-26,27.4000
2018-07-27,27.4700
2018-07-28,27.4700
2018-07-29,27.4700
2018-07-30,27.3700
2018-07-31,27.3300
2018-08-01,27.4500
2018-08-02,27.6400
2018-08-03,27.4300
2018-08-04,27.4300
2018-08-05,27.4300
2018-08-06,27.3000
2018-08-07,27.3100
2018-08-08,27.2800
2018-08-09,27.6500
2018-08-10,28.1000
2018-08-11,28.1000
2018-08-12,28.1000
2018-08-13,29.5500
2018-08-14,30.2100
2018-08-15,29.9000
2018-08-16,30.3300
2018-08-17,30.0300
2018-08-18,30.0300
2018-08-19,30.0300
2018-08-20,30.0300
2018-08-21,30.0500
2018-08-22,30.0600
2018-08-23,30.3200
2018-08-24,30.5600
2018-08-25,30.5600
2018-08-26,30.5600
2018-08-27,30.9400
2018-08-28,31.1700
2018-08-29,31.8100
2018-08-30,33.7600
2018-08-31,39.5000
2018-09-01,39.5000
2018-09-02,39.5000
2018-09-03,39.5000
2018-09-04,37.8700
2018-09-05,39.1900
2018-09-06,37.7200
2018-09-07,37.7200
2018-09-08,37.7200
2018-09-09,37.7200
2018-09-10,37.1900
2018-09-11,37.6000
2018-09-12,38.1900
2018-09-13,38.6400
2018-09-14,39.9100
2018-09-15,39.9100
2018-09-16,39.9100
2018-09-17,40.0700
2018-09-18,39.8000
2018-09-19,40.1400
2018-09-20,39.5000
2018-09-21,38.1700
2018-09-22,38.1700
2018-09-23,38.1700
2018-09-24,37.3100
2018-09-25,37.4800
2018-09-26,38.3800
2018-09-27,38.4800
2018-09-28,39.7700
2018-09-29,39.7700
2018-09-30,39.7700
2018-10-01,41.4100
2018-10-02,39.5300
2018-10-03,38.1500
2018-10-04,37.7300
2018-10-05,37.7300
2018-10-06,37.7300
2018-10-07,37.7300
2018-10-08,37.8200
2018-10-09,37.4200
2018-10-10,37.0800
2018-10-11,37.5100
2018-10-12,36.8700
2018-10-13,36.8700
2018-10-14,36.8700
2018-10-15,36.8700
2018-10-16,37.1400
2018-10-17,36.2000
2018-10-18,36.3100
2018-10-19,36.8300
2018-10-20,36.8300
2018-10-21,36.8300
2018-10-22,36.6200
2018-10-23,36.6800
2018-10-24,36.9000
2018-10-25,37.3500
2018-10-26,36.9100
2018-10-27,36.9100
2018-10-28,36.9100
2018-10-29,36.8100
2018-10-30,37.0800
2018-10-31,36.6800
2018-11-01,35.8500
2018-11-02,35.9400
2018-11-03,35.9400
2018-11-04,35.9400
2018-11-05,35.5700
2018-11-06,35.5700
2018-11-07,35.7200
2018-11-08,35.7500
2018-11-09,35.7100
2018-11-10,35.7100
2018-11-11,35.7100
2018-11-12,35.6000
2018-11-13,35.4400
2018-11-14,35.4400
2018-11-15,36.0800
2018-11-16,36.0800
2018-11-17,36.0800
2018-11-18,36.0800
2018-11-19,36.0800
2018-11-20,36.0100
2018-11-21,36.2300
2018-11-22,36.2300
2018-11-23,36.2300
2018-11-24,36.2300
2018-11-25,36.2300
2018-11-26,37.8100
2018-11-27,38.7200
2018-11-28,38.5900
2018-11-29,38.5800
2018-11-30,38.5800
2018-12-01,38.5800
2018-12-02,38.5800
2018-12-03,37.6900
2018-12-04,36.6100
2018-12-05,36.6100
2018-12-06,37.4000
2018-12-07,38.0300
2018-12-08,38.0300
2018-12-09,38.0300
2018-12-10,37.6400
2018-12-11,37.6500
2018-12-12,37.6500
2018-12-13,37.5900
2018-12-14,37.8400
2018-12-15,37.8400
2018-12-16,37.8400
2018-12-17,38.5700
2018-12-18,38.5700
2018-12-19,38.4900
2018-12-20,38.6100
2018-12-21,38.5900
2018-12-22,38.5900
2018-12-23,38.5900
2018-12-24,38.5900
2018-12-25,38.5900
2018-12-26,38.1000
2018-12-27,38.4600
2018-12-28,38.5400
2018-12-29,38.5400
2018-12-30,38.5400
2018-12-31,38.5400
2019-01-01,38.5400
2019-01-02,37.8100
2019-01-03,37.8100
2019-01-04,37.6100
2019-01-05,37.6100
2019-01-06,37.6100
2019-01-07,37.4700
2019-01-08,37.5000
2019-01-09,37.5100
2019-01-10,37.4600
2019-01-11,37.2400
2019-01-12,37.2400
2019-01-13,37.2400
2019-01-14,37.0900
2019-01-15,36.8900
2019-01-16,37.0900
2019-01-17,37.6200
2019-01-18,37.9000
2019-01-19,37.9000
2019-01-20,37.9000
2019-01-21,37.9000
2019-01-22,37.7800
2019-01-23,37.6300
2019-01-24,37.6300
2019-01-25,37.4800
2019-01-26,37.4800
2019-01-27,37.4800
2019-01-28,37.0100
2019-01-29,37.0800
2019-01-30,37.5000
2019-01-31,37.4100
2019-02-01,37.4500
2019-02-02,37.4500
2019-02-03,37.4500
2019-02-04,37.3100
2019-02-05,37.1300
2019-02-06,37.1500
2019-02-07,37.4800
2019-02-08,37.7600
2019-02-09,37.7600
2019-02-10,37.7600
2019-02-11,37.8500
2019-02-12,38.0500
2019-02-13,38.0200
2019-02-14,38.2300
2019-02-15,38.3500
2019-02-16,38.3500
2019-02-17,38.3500
2019-02-18,38.3500
2019-02-19,39.3200
2019-02-20,39.9600
2019-02-21,39.9600
2019-02-22,39.7600
2019-02-23,39.7600
2019-02-24,39.7600
2019-02-25,39.3400
2019-02-26,39.1900
2019-02-27,39.0900
2019-02-28,39.0400
2019-03-01,39.3500
2019-03-02,39.3500
2019-03-03,39.3500
2019-03-04,39.3500
2019-03-05,39.3500
2019-03-06,40.3100
2019-03-07,40.7600
2019-03-08,42.8000
2019-03-09,42.8000
2019-03-10,42.8000
2019-03-11,41.4300
2019-03-12,41.3200
2019-03-13,41.3900
2019-03-14,41.2700
2019-03-15,40.8000
2019-03-16,40.8000
2019-03-17,40.8000
2019-03-18,40.1300
2019-03-19,40.0200
2019-03-20,40.3100
2019-03-21,40.7400
2019-03-22,40.9600
2019-03-23,40.9600
2019-03-24,40.9600
2019-03-25,42.0700
2019-03-26,42.0400
2019-03-27,42.5800
2019-03-28,43.9200
2019-03-29,43.6700
2019-03-30,43.6700
2019-03-31,43.6700
2019-04-01,43.5300
2019-04-02,43.5300
2019-04-03,43.2700
2019-04-04,42.7100
2019-04-05,43.4000
2019-04-06,43.4000
2019-04-07,43.4000
2019-04-08,43.4900
2019-04-09,43.4900
2019-04-10,43.4100
2019-04-11,43.0500
2019-04-12,42.9700
2019-04-13,42.9700
2019-04-14,42.9700
2019-04-15,42.2600
2019-04-16,41.7700
2019-04-17,43.0600
2019-04-18,43.0600
2019-04-19,43.0600
2019-04-20,43.0600
2019-04-21,43.0600
2019-04-22,42.3600
2019-04-23,42.6800
2019-04-24,42.4300
2019-04-25,44.5400
2019-04-26,45.1000
2019-04-27,45.1000
2019-04-28,45.1000
2019-04-29,46.4600
2019-04-30,46.4600
2019-05-01,46.4600
2019-05-02,44.3800
2019-05-03,44.9900
2019-05-04,44.9900
2019-05-05,44.9900
2019-05-06,44.6600
2019-05-07,44.9300
2019-05-08,45.4300
2019-05-09,45.4200
2019-05-10,45.2400
2019-05-11,45.2400
2019-05-12,45.2400
2019-05-13,45.0700
2019-05-14,45.3600
2019-05-15,45.8500
2019-05-16,44.9700
2019-05-17,45.1200
