fecha,ticker,cierre
2022-01-18,IVW,75.289230
2022-01-18,IWM,196.476212
2022-01-18,JPMB,35.089745
2022-01-18,MERVAL,404.734389
2022-01-18,MUB,100.717781
2022-01-18,PSQ,48.172153
2022-01-18,QQQ,360.473328
2022-01-18,RSP,147.273132
2022-01-18,SH,47.453320
2022-01-18,SLV,21.690001
2022-01-18,SMH,142.992981
2022-01-18,SPHQ,48.574142
2022-01-18,SPXL,122.266624
2022-01-18,SPY,429.520142
2022-01-18,TQQQ,31.775620
2022-01-18,URA,19.136591
2022-01-18,USO,60.970001
2022-01-18,VEA,44.060696
2022-01-18,VIG,151.104782
2022-01-18,VXX,318.239990
2022-01-18,XLB,40.058281
2022-01-18,XLC,72.109154
2022-01-18,XLE,27.679399
2022-01-18,XLF,36.940189
2022-01-18,XLI,97.699547
2022-01-18,XLK,78.194679
2022-01-18,XLP,67.402382
2022-01-18,XLRE,41.150936
2022-01-18,XLU,29.952648
2022-01-18,XLV,122.801331
2022-01-18,XLY,92.788269
2022-01-18,XME,44.349796
2022-01-19,ACWI,94.514610
2022-01-19,ARKK,75.123482
2022-01-19,CIBR,46.989365
2022-01-19,COPX,36.683540
2022-01-19,DIA,323.357697
2022-01-19,EEM,44.601746
2022-01-19,EFA,67.733246
2022-01-19,ESGU,96.015564
2022-01-19,EWJ,58.789776
2022-01-19,EWY,69.744530
2022-01-19,EWZ,21.768972
2022-01-19,FXI,34.036114
2022-01-19,GDX,31.129166
2022-01-19,GLD,172.080002
2022-01-19,IBB,130.223511
2022-01-19,ICLN,17.753691
2022-01-19,IEMG,53.433022
2022-01-19,IEUR,49.678497
2022-01-19,IJH,50.157810
2022-01-19,ILF,18.701532
2022-01-19,ITA,101.491234
2022-01-19,IVE,142.636810
2022-01-19,IVV,425.864532
2022-01-19,IVW,74.367531
2022-01-19,IWM,193.280823
2022-01-19,JPMB,35.314590
2022-01-19,MERVAL,386.006747
2022-01-19,MUB,100.814255
2022-01-19,PSQ,48.796692
2022-01-19,QQQ,356.514008
2022-01-19,RSP,145.744888
2022-01-19,SH,47.990280
2022-01-19,SLV,22.370001
2022-01-19,SMH,139.042343
2022-01-19,SPHQ,47.889069
2022-01-19,SPXL,118.412369
2022-01-19,SPY,425.060242
2022-01-19,TQQQ,30.670210
2022-01-19,URA,19.596981
2022-01-19,USO,61.049999
2022-01-19,VEA,44.051968
2022-01-19,VIG,150.166336
2022-01-19,VXX,325.760010
2022-01-19,XLB,39.957706
2022-01-19,XLC,71.985207
2022-01-19,XLE,27.478552
2022-01-19,XLF,36.320198
2022-01-19,XLI,96.607018
2022-01-19,XLK,77.102318
2022-01-19,XLP,67.828529
2022-01-19,XLRE,40.618969
2022-01-19,XLU,30.088055
2022-01-19,XLV,122.299690
2022-01-19,XLY,91.113472
2022-01-19,XME,44.320992
2022-01-20,ACWI,93.773590
2022-01-20,ARKK,75.242493
2022-01-20,CIBR,46.871399
2022-01-20,COPX,36.377766
2022-01-20,DIA,320.570312
2022-01-20,EEM,44.863422
2022-01-20,EFA,67.402283
2022-01-20,ESGU,95.044380
2022-01-20,EWJ,58.528873
2022-01-20,EWY,69.413422
2022-01-20,EWZ,21.943768
2022-01-20,FXI,35.087948
2022-01-20,GDX,30.692465
2022-01-20,GLD,171.649994
2022-01-20,IBB,129.057892
